TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"HCH, beta",NA,N,U,ng/g,0.882,0.175,WG87325,NA,319-85-7,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"HCH, gamma",NA,N,U,ng/g,0.882,0.158,WG87325,NA,58-89-9,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,Heptachlor,NA,N,U,ng/g,0.441,0.117,WG87325,NA,76-44-8,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,Aldrin,NA,N,U,ng/g,1.15,0.173,WG87325,NA,309-00-2,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.883,0.0881,WG87325,NA,5103-74-2,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.885,0.0946,WG87325,NA,5103-71-9,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.894,0.239,WG87325,NA,27304-13-8,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"Nonachlor, trans-",0.101,Y,J,ng/g,0.884,0.0327,WG87325,NA,39765-80-5,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.882,0.0339,WG87325,NA,5103-73-1,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,Mirex,0.344,Y,J,ng/g,0.447,0.0388,WG87325,NA,2385-85-5,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"2,4'-DDE",NA,N,U,ng/g,0.446,0.0241,WG87325,NA,3424-82-6,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"4,4'-DDE",1.99,Y,NA,ng/g,0.541,0.0325,WG87325,NA,72-55-9,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"2,4'-DDD",NA,N,U,ng/g,0.44,0.0364,WG87325,NA,53-19-0,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"4,4'-DDD",NA,N,U,ng/g,0.535,0.0367,WG87325,NA,72-54-8,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"2,4'-DDT",NA,N,U,ng/g,0.445,0.0376,WG87325,NA,789-02-6,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231127,1809,Sample,"4,4'-DDT",NA,N,U,ng/g,0.446,0.0422,WG87325,NA,50-29-3,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231110,800,Sample,% Moisture,73.7,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,22-Oct-21,87-1,NA
NA,L40006-33,NA,NA,NA,NA,20231110,800,Sample,% Lipid,6.2,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,22-Oct-21,87-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,Hexachlorobenzene,0.318,Y,J,ng/g,0.456,0.117,WG87325,NA,118-74-1,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"HCH, alpha",NA,N,U,ng/g,0.913,0.144,WG87325,NA,319-84-6,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"HCH, beta",NA,N,U,ng/g,0.911,0.283,WG87325,NA,319-85-7,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"HCH, gamma",NA,N,U,ng/g,0.911,0.208,WG87325,NA,58-89-9,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,Heptachlor,NA,N,U,ng/g,0.456,0.362,WG87325,NA,76-44-8,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,Aldrin,NA,N,U,ng/g,1.19,0.35,WG87325,NA,309-00-2,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.913,0.116,WG87325,NA,5103-74-2,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.915,0.125,WG87325,NA,5103-71-9,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"Chlordane, oxy-",1.81,Y,NA,ng/g,0.924,0.535,WG87325,NA,27304-13-8,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"Nonachlor, trans-",0.385,Y,J,ng/g,0.914,0.0688,WG87325,NA,39765-80-5,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.912,0.0713,WG87325,NA,5103-73-1,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,Mirex,0.438,Y,J,ng/g,0.462,0.126,WG87325,NA,2385-85-5,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"2,4'-DDE",NA,N,U,ng/g,0.461,0.0384,WG87325,NA,3424-82-6,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"4,4'-DDE",30.7,Y,NA,ng/g,0.559,0.0517,WG87325,NA,72-55-9,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"2,4'-DDD",NA,N,U,ng/g,0.455,0.0411,WG87325,NA,53-19-0,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"4,4'-DDD",0.13,Y,J,ng/g,0.553,0.0453,WG87325,NA,72-54-8,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"2,4'-DDT",NA,N,U,ng/g,0.46,0.0464,WG87325,NA,789-02-6,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231127,2208,Sample,"4,4'-DDT",9.07,Y,NA,ng/g,0.461,0.052,WG87325,NA,50-29-3,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231107,800,Sample,% Moisture,70.4,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,89-1,NA
NA,L40006-34,NA,NA,NA,NA,20231107,800,Sample,% Lipid,5.89,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,89-1,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,Hexachlorobenzene,0.286,Y,J,ng/g,0.453,0.132,WG87325,NA,118-74-1,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"HCH, alpha",NA,N,U,ng/g,0.906,0.155,WG87325,NA,319-84-6,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"HCH, beta",NA,N,U,ng/g,0.905,0.258,WG87325,NA,319-85-7,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"HCH, gamma",NA,N,U,ng/g,0.905,0.292,WG87325,NA,58-89-9,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,Heptachlor,NA,N,U,ng/g,0.452,0.12,WG87325,NA,76-44-8,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,Aldrin,NA,N,U,ng/g,1.18,0.192,WG87325,NA,309-00-2,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.906,0.0896,WG87325,NA,5103-74-2,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.909,0.0962,WG87325,NA,5103-71-9,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.917,0.272,WG87325,NA,27304-13-8,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"Nonachlor, trans-",NA,N,U,ng/g,0.907,0.0317,WG87325,NA,39765-80-5,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.905,0.0328,WG87325,NA,5103-73-1,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,Mirex,NA,N,U,ng/g,0.459,0.102,WG87325,NA,2385-85-5,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"2,4'-DDE",NA,N,U,ng/g,0.458,0.023,WG87325,NA,3424-82-6,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"4,4'-DDE",13.2,Y,NA,ng/g,0.555,0.031,WG87325,NA,72-55-9,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"2,4'-DDD",NA,N,U,ng/g,0.451,0.0535,WG87325,NA,53-19-0,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"4,4'-DDD",2.67,Y,NA,ng/g,0.549,0.0682,WG87325,NA,72-54-8,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"2,4'-DDT",NA,N,U,ng/g,0.457,0.0699,WG87325,NA,789-02-6,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231127,2303,Sample,"4,4'-DDT",NA,N,U,ng/g,0.458,0.0783,WG87325,NA,50-29-3,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231107,800,Sample,% Moisture,67.1,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,94-3,NA
NA,L40006-36,NA,NA,NA,NA,20231107,800,Sample,% Lipid,10.7,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,94-3,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,Hexachlorobenzene,0.262,Y,J,ng/g,0.454,0.0868,WG87325,NA,118-74-1,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"HCH, alpha",NA,N,U,ng/g,0.907,0.211,WG87325,NA,319-84-6,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"HCH, beta",NA,N,U,ng/g,0.906,0.219,WG87325,NA,319-85-7,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"HCH, gamma",NA,N,U,ng/g,0.906,0.339,WG87325,NA,58-89-9,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,Heptachlor,NA,N,U,ng/g,0.453,0.168,WG87325,NA,76-44-8,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,Aldrin,NA,N,U,ng/g,1.18,0.167,WG87325,NA,309-00-2,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.907,0.0898,WG87325,NA,5103-74-2,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.91,0.0963,WG87325,NA,5103-71-9,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.918,0.34,WG87325,NA,27304-13-8,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"Nonachlor, trans-",0.105,Y,J,ng/g,0.908,0.0604,WG87325,NA,39765-80-5,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.906,0.0625,WG87325,NA,5103-73-1,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,Mirex,NA,N,U,ng/g,0.459,0.091,WG87325,NA,2385-85-5,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"2,4'-DDE",NA,N,U,ng/g,0.458,0.0337,WG87325,NA,3424-82-6,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"4,4'-DDE",2.61,Y,NA,ng/g,0.556,0.0454,WG87325,NA,72-55-9,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"2,4'-DDD",NA,N,U,ng/g,0.452,0.0518,WG87325,NA,53-19-0,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"4,4'-DDD",0.103,Y,J,ng/g,0.55,0.0521,WG87325,NA,72-54-8,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"2,4'-DDT",NA,N,U,ng/g,0.457,0.0534,WG87325,NA,789-02-6,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231127,2357,Sample,"4,4'-DDT",NA,N,U,ng/g,0.458,0.0599,WG87325,NA,50-29-3,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231107,800,Sample,% Moisture,72.8,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,95-1,NA
NA,L40006-37,NA,NA,NA,NA,20231107,800,Sample,% Lipid,7.17,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,95-1,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,Hexachlorobenzene,0.159,Y,K J,ng/g,0.459,0.11,WG87325,NA,118-74-1,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"HCH, alpha",NA,N,U,ng/g,0.919,0.183,WG87325,NA,319-84-6,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"HCH, beta",NA,N,U,ng/g,0.917,0.238,WG87325,NA,319-85-7,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"HCH, gamma",NA,N,U,ng/g,0.917,0.168,WG87325,NA,58-89-9,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,Heptachlor,NA,N,U,ng/g,0.459,0.14,WG87325,NA,76-44-8,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,Aldrin,NA,N,U,ng/g,1.19,0.134,WG87325,NA,309-00-2,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.919,0.0821,WG87325,NA,5103-74-2,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.921,0.0881,WG87325,NA,5103-71-9,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.93,0.502,WG87325,NA,27304-13-8,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"Nonachlor, trans-",0.083,Y,J,ng/g,0.92,0.0635,WG87325,NA,39765-80-5,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.918,0.0658,WG87325,NA,5103-73-1,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,Mirex,NA,N,U,ng/g,0.465,0.0859,WG87325,NA,2385-85-5,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"2,4'-DDE",NA,N,U,ng/g,0.464,0.0201,WG87325,NA,3424-82-6,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"4,4'-DDE",1.52,Y,NA,ng/g,0.563,0.027,WG87325,NA,72-55-9,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"2,4'-DDD",NA,N,U,ng/g,0.458,0.0404,WG87325,NA,53-19-0,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"4,4'-DDD",NA,N,U,ng/g,0.557,0.0326,WG87325,NA,72-54-8,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"2,4'-DDT",NA,N,U,ng/g,0.463,0.0334,WG87325,NA,789-02-6,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231128,52,Sample,"4,4'-DDT",NA,N,U,ng/g,0.464,0.0374,WG87325,NA,50-29-3,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231107,800,Sample,% Moisture,74.9,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,96-2,NA
NA,L40006-38,NA,NA,NA,NA,20231107,800,Sample,% Lipid,9.78,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,96-2,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,Hexachlorobenzene,NA,N,U,ng/g,0.462,0.0628,WG87325,NA,118-74-1,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"HCH, alpha",NA,N,U,ng/g,0.924,0.166,WG87325,NA,319-84-6,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"HCH, beta",NA,N,U,ng/g,0.923,0.365,WG87325,NA,319-85-7,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"HCH, gamma",NA,N,U,ng/g,0.923,0.24,WG87325,NA,58-89-9,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,Heptachlor,NA,N,U,ng/g,0.461,0.258,WG87325,NA,76-44-8,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,Aldrin,NA,N,U,ng/g,1.2,0.181,WG87325,NA,309-00-2,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.924,0.105,WG87325,NA,5103-74-2,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.927,0.113,WG87325,NA,5103-71-9,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.935,0.355,WG87325,NA,27304-13-8,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"Nonachlor, trans-",NA,N,U,ng/g,0.925,0.058,WG87325,NA,39765-80-5,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.923,0.0601,WG87325,NA,5103-73-1,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,Mirex,1.49,Y,NA,ng/g,0.468,0.0901,WG87325,NA,2385-85-5,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"2,4'-DDE",NA,N,U,ng/g,0.467,0.0359,WG87325,NA,3424-82-6,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"4,4'-DDE",0.313,Y,J,ng/g,0.566,0.0484,WG87325,NA,72-55-9,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"2,4'-DDD",NA,N,U,ng/g,0.46,0.0462,WG87325,NA,53-19-0,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"4,4'-DDD",NA,N,U,ng/g,0.56,0.037,WG87325,NA,72-54-8,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"2,4'-DDT",NA,N,U,ng/g,0.466,0.038,WG87325,NA,789-02-6,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231128,147,Sample,"4,4'-DDT",NA,N,U,ng/g,0.467,0.0426,WG87325,NA,50-29-3,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231107,800,Sample,% Moisture,62.9,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,98-1,NA
NA,L40006-39,NA,NA,NA,NA,20231107,800,Sample,% Lipid,11.2,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,23-Oct-21,98-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,Hexachlorobenzene,1.21,Y,NA,ng/g,0.46,0.137,WG87327,NA,118-74-1,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"HCH, alpha",NA,N,U,ng/g,0.921,0.178,WG87327,NA,319-84-6,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"HCH, beta",NA,N,U,ng/g,0.919,0.428,WG87327,NA,319-85-7,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"HCH, gamma",NA,N,U,ng/g,0.919,0.214,WG87327,NA,58-89-9,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,Heptachlor,NA,N,U,ng/g,0.46,0.207,WG87327,NA,76-44-8,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,Aldrin,NA,N,U,ng/g,1.2,0.0977,WG87327,NA,309-00-2,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.921,0.101,WG87327,NA,5103-74-2,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.923,0.108,WG87327,NA,5103-71-9,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.932,0.4,WG87327,NA,27304-13-8,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"Nonachlor, trans-",0.089,Y,J,ng/g,0.922,0.0427,WG87327,NA,39765-80-5,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.92,0.0442,WG87327,NA,5103-73-1,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,Mirex,0.102,Y,K J,ng/g,0.466,0.0815,WG87327,NA,2385-85-5,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"2,4'-DDE",NA,N,U,ng/g,0.465,0.034,WG87327,NA,3424-82-6,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"4,4'-DDE",1.31,Y,NA,ng/g,0.564,0.0459,WG87327,NA,72-55-9,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"2,4'-DDD",NA,N,U,ng/g,0.459,0.0288,WG87327,NA,53-19-0,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"4,4'-DDD",NA,N,U,ng/g,0.558,0.0387,WG87327,NA,72-54-8,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"2,4'-DDT",NA,N,U,ng/g,0.464,0.0397,WG87327,NA,789-02-6,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231201,1929,Sample,"4,4'-DDT",NA,N,U,ng/g,0.465,0.0445,WG87327,NA,50-29-3,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231120,800,Sample,% Moisture,60.6,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,6-Oct-21,998-1,NA
NA,L40006-69,NA,NA,NA,NA,20231120,800,Sample,% Lipid,9.65,Y,NA,%,NA,NA,WG87327,NA,NA,NA,NA,6-Oct-21,998-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,Hexachlorobenzene,0.236,Y,J,ng/g,0.452,0.0569,WG87327,NA,118-74-1,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"HCH, alpha",NA,N,U,ng/g,0.904,0.0925,WG87327,NA,319-84-6,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"HCH, beta",NA,N,U,ng/g,0.902,0.37,WG87327,NA,319-85-7,NA,NA,25-Nov-21,999-1,NA
NA,L40006-70,NA,NA,NA,NA,20231201,2024,Sample,"HCH, gamma",NA,N,U,ng/g,0.902,0.175,WG87327,NA,58-89-9,NA,NA,25-Nov-21,999-1,NA
